<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:18;112 340  ;112 410  ;112 320  ;112 410  ;289;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:19;112 400  ;112 420  ;112 380  ;112 420  ;448;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:20;112 410  ;112 470  ;112 400  ;112 460  ;645;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:21;112 460  ;112 510  ;112 450  ;112 500  ;925;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:22;112 500  ;112 580  ;112 490  ;112 540  ;1210;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:23;112 520  ;112 520  ;112 350  ;112 360  ;1486;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:24;112 370  ;112 440  ;112 360  ;112 400  ;610;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:25;112 400  ;112 460  ;112 400  ;112 410  ;359;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:26;112 420  ;112 450  ;112 350  ;112 370  ;704;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:27;112 370  ;112 390  ;112 320  ;112 330  ;557;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:28;112 340  ;112 460  ;112 340  ;112 410  ;631;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:29;112 400  ;112 430  ;112 370  ;112 370  ;309;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:30;112 400  ;112 410  ;112 330  ;112 330  ;361;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:31;112 350  ;112 370  ;112 310  ;112 340  ;591;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:32;112 340  ;112 360  ;112 300  ;112 340  ;874;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:33;112 340  ;112 400  ;112 340  ;112 400  ;448;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:34;112 400  ;112 440  ;112 390  ;112 430  ;329;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:35;112 420  ;112 430  ;112 350  ;112 380  ;202;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:36;112 390  ;112 400  ;112 270  ;112 310  ;769;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:37;112 300  ;112 310  ;112 260  ;112 260  ;524;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:38;112 260  ;112 290  ;112 090  ;112 090  ;4521;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:39;112 090  ;112 110  ;112 040  ;112 050  ;1842;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:40;112 050  ;112 070  ;111 960  ;111 960  ;2891;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:41;111 960  ;111 990  ;111 940  ;111 950  ;1534;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:42;111 960  ;112 000  ;111 950  ;111 980  ;874;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:43;111 970  ;111 990  ;111 950  ;111 960  ;716;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:44;111 960  ;111 960  ;111 820  ;111 860  ;3384;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:45;111 850  ;111 880  ;111 800  ;111 880  ;2405;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:46;111 870  ;112 010  ;111 860  ;111 990  ;1602;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:47;112 010  ;112 050  ;111 980  ;112 030  ;944;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:48;112 030  ;112 070  ;112 020  ;112 070  ;763;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:49;112 070  ;112 140  ;112 060  ;112 090  ;1305;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:50;112 090  ;112 140  ;112 080  ;112 100  ;1265;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:51;112 110  ;112 140  ;112 070  ;112 070  ;864;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:52;112 080  ;112 080  ;111 990  ;112 010  ;1753;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:53;112 000  ;112 090  ;111 990  ;112 060  ;907;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:54;112 070  ;112 070  ;112 030  ;112 030  ;319;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:55;112 040  ;112 070  ;112 020  ;112 030  ;478;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:56;112 040  ;112 040  ;111 920  ;111 960  ;1284;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:57;111 960  ;112 010  ;111 930  ;111 940  ;584;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:58;111 950  ;111 990  ;111 940  ;111 990  ;249;;;;;;
SPFB.RTS-12.18;1;12.12.2018;11:59;111 990  ;112 000  ;111 920  ;111 930  ;381;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:00;111 940  ;112 000  ;111 910  ;111 970  ;800;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:01;111 960  ;112 040  ;111 950  ;112 040  ;807;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:02;112 040  ;112 100  ;112 020  ;112 080  ;574;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:03;112 080  ;112 130  ;112 070  ;112 120  ;436;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:04;112 120  ;112 150  ;112 030  ;112 060  ;1352;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:05;112 050  ;112 110  ;112 050  ;112 110  ;276;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:06;112 090  ;112 150  ;112 080  ;112 140  ;549;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:07;112 150  ;112 250  ;112 150  ;112 150  ;1825;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:08;112 170  ;112 280  ;112 150  ;112 280  ;579;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:09;112 280  ;112 390  ;112 260  ;112 370  ;1697;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:10;112 390  ;112 390  ;112 310  ;112 310  ;750;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:11;112 310  ;112 330  ;112 260  ;112 280  ;617;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:12;112 270  ;112 340  ;112 220  ;112 330  ;1235;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:13;112 330  ;112 420  ;112 310  ;112 400  ;1291;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:14;112 390  ;112 440  ;112 370  ;112 390  ;1171;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:15;112 390  ;112 410  ;112 360  ;112 360  ;505;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:16;112 370  ;112 380  ;112 330  ;112 380  ;601;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:17;112 380  ;112 380  ;112 320  ;112 350  ;639;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:18;112 340  ;112 340  ;112 290  ;112 310  ;530;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:19;112 320  ;112 320  ;112 220  ;112 300  ;878;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:20;112 300  ;112 390  ;112 290  ;112 330  ;645;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:21;112 320  ;112 350  ;112 270  ;112 270  ;363;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:22;112 270  ;112 320  ;112 260  ;112 320  ;206;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:23;112 310  ;112 330  ;112 260  ;112 300  ;412;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:24;112 300  ;112 300  ;112 230  ;112 260  ;475;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:25;112 260  ;112 340  ;112 260  ;112 340  ;232;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:26;112 330  ;112 350  ;112 240  ;112 330  ;457;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:27;112 330  ;112 480  ;112 330  ;112 420  ;2109;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:28;112 420  ;112 460  ;112 410  ;112 450  ;622;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:29;112 450  ;112 550  ;112 440  ;112 510  ;1754;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:30;112 510  ;112 610  ;112 480  ;112 530  ;1974;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:31;112 530  ;112 570  ;112 510  ;112 550  ;755;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:32;112 540  ;112 630  ;112 500  ;112 600  ;929;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:33;112 600  ;112 660  ;112 590  ;112 610  ;1257;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:34;112 600  ;112 630  ;112 580  ;112 600  ;523;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:35;112 610  ;112 650  ;112 540  ;112 550  ;814;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:36;112 550  ;112 580  ;112 530  ;112 570  ;1111;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:37;112 580  ;112 610  ;112 570  ;112 600  ;655;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:38;112 600  ;112 640  ;112 560  ;112 610  ;347;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:39;112 620  ;112 650  ;112 570  ;112 610  ;378;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:40;112 610  ;112 710  ;112 610  ;112 700  ;910;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:41;112 710  ;112 750  ;112 650  ;112 720  ;1237;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:42;112 710  ;112 780  ;112 700  ;112 760  ;869;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:43;112 760  ;112 820  ;112 750  ;112 770  ;1071;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:44;112 780  ;112 790  ;112 700  ;112 700  ;858;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:45;112 720  ;112 760  ;112 720  ;112 750  ;543;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:46;112 760  ;112 780  ;112 690  ;112 700  ;496;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:47;112 700  ;112 710  ;112 650  ;112 690  ;551;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:48;112 680  ;112 740  ;112 680  ;112 740  ;354;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:49;112 730  ;112 960  ;112 730  ;112 860  ;1924;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:50;112 860  ;112 900  ;112 830  ;112 850  ;648;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:51;112 850  ;112 920  ;112 800  ;112 840  ;1432;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:52;112 820  ;112 850  ;112 820  ;112 850  ;471;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:53;112 850  ;112 920  ;112 830  ;112 870  ;660;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:54;112 870  ;112 880  ;112 820  ;112 820  ;388;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:55;112 830  ;112 840  ;112 810  ;112 830  ;246;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:56;112 830  ;112 880  ;112 830  ;112 850  ;453;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:57;112 850  ;112 850  ;112 740  ;112 760  ;860;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:58;112 770  ;112 780  ;112 650  ;112 670  ;1713;;;;;;
SPFB.RTS-12.18;1;12.12.2018;12:59;112 680  ;112 750  ;112 670  ;112 730  ;372;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:00;112 730  ;112 740  ;112 650  ;112 650  ;380;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:01;112 650  ;112 660  ;112 590  ;112 600  ;1264;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:02;112 600  ;112 640  ;112 570  ;112 620  ;809;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:03;112 630  ;112 660  ;112 600  ;112 610  ;397;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:04;112 600  ;112 610  ;112 550  ;112 580  ;674;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:05;112 580  ;112 640  ;112 560  ;112 620  ;260;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:06;112 610  ;112 660  ;112 610  ;112 640  ;369;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:07;112 630  ;112 690  ;112 620  ;112 620  ;348;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:08;112 630  ;112 680  ;112 620  ;112 670  ;274;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:09;112 660  ;112 680  ;112 600  ;112 630  ;336;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:10;112 630  ;112 660  ;112 600  ;112 640  ;288;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:11;112 630  ;112 680  ;112 620  ;112 680  ;170;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:12;112 680  ;112 750  ;112 670  ;112 720  ;808;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:13;112 730  ;112 810  ;112 720  ;112 770  ;676;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:14;112 770  ;112 770  ;112 700  ;112 700  ;260;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:15;112 700  ;112 730  ;112 680  ;112 680  ;289;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:16;112 690  ;112 750  ;112 660  ;112 750  ;428;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:17;112 750  ;112 760  ;112 660  ;112 660  ;357;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:18;112 660  ;112 660  ;112 560  ;112 610  ;878;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:19;112 600  ;112 640  ;112 600  ;112 620  ;160;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:20;112 630  ;112 640  ;112 580  ;112 580  ;300;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:21;112 580  ;112 610  ;112 570  ;112 610  ;185;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:22;112 610  ;112 610  ;112 580  ;112 580  ;312;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:23;112 580  ;112 580  ;112 510  ;112 550  ;922;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:24;112 560  ;112 610  ;112 560  ;112 590  ;835;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:25;112 590  ;112 590  ;112 520  ;112 550  ;466;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:26;112 540  ;112 540  ;112 500  ;112 510  ;776;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:27;112 520  ;112 540  ;112 470  ;112 500  ;1098;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:28;112 500  ;112 570  ;112 490  ;112 510  ;488;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:29;112 520  ;112 550  ;112 470  ;112 470  ;324;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:30;112 470  ;112 510  ;112 380  ;112 410  ;1105;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:31;112 400  ;112 490  ;112 360  ;112 480  ;1190;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:32;112 480  ;112 610  ;112 470  ;112 590  ;1502;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:33;112 610  ;112 640  ;112 550  ;112 580  ;585;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:34;112 590  ;112 620  ;112 570  ;112 600  ;273;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:35;112 600  ;112 670  ;112 580  ;112 660  ;419;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:36;112 660  ;112 740  ;112 660  ;112 730  ;938;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:37;112 730  ;112 740  ;112 670  ;112 690  ;480;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:38;112 700  ;112 710  ;112 650  ;112 660  ;528;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:39;112 670  ;112 750  ;112 660  ;112 720  ;632;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:40;112 710  ;112 730  ;112 640  ;112 660  ;382;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:41;112 650  ;112 700  ;112 630  ;112 640  ;351;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:42;112 660  ;112 700  ;112 640  ;112 670  ;382;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:43;112 680  ;112 790  ;112 650  ;112 790  ;1138;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:44;112 790  ;112 810  ;112 750  ;112 810  ;646;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:45;112 810  ;112 820  ;112 770  ;112 810  ;544;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:46;112 810  ;112 830  ;112 790  ;112 800  ;401;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:47;112 800  ;112 810  ;112 780  ;112 780  ;112;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:48;112 800  ;112 820  ;112 780  ;112 800  ;119;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:49;112 800  ;112 810  ;112 760  ;112 790  ;200;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:50;112 790  ;112 820  ;112 770  ;112 780  ;130;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:51;112 770  ;112 800  ;112 730  ;112 730  ;586;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:52;112 730  ;112 740  ;112 690  ;112 720  ;579;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:53;112 710  ;112 740  ;112 690  ;112 710  ;366;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:54;112 700  ;112 730  ;112 690  ;112 720  ;192;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:55;112 710  ;112 740  ;112 710  ;112 730  ;99;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:56;112 720  ;112 740  ;112 670  ;112 680  ;169;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:57;112 690  ;112 690  ;112 640  ;112 680  ;466;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:58;112 680  ;112 680  ;112 630  ;112 630  ;292;;;;;;
SPFB.RTS-12.18;1;12.12.2018;13:59;112 640  ;112 700  ;112 630  ;112 680  ;183;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:00;112 690  ;112 790  ;112 650  ;112 770  ;625;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:06;112 770  ;112 830  ;112 700  ;112 700  ;735;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:07;112 710  ;112 830  ;112 700  ;112 760  ;827;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:08;112 760  ;112 770  ;112 680  ;112 720  ;547;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:09;112 720  ;112 720  ;112 640  ;112 650  ;480;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:10;112 650  ;112 690  ;112 640  ;112 670  ;238;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:11;112 680  ;112 680  ;112 600  ;112 630  ;626;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:12;112 620  ;112 680  ;112 580  ;112 580  ;483;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:13;112 600  ;112 670  ;112 590  ;112 670  ;327;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:14;112 670  ;112 750  ;112 620  ;112 720  ;963;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:15;112 720  ;112 760  ;112 700  ;112 760  ;652;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:16;112 750  ;112 760  ;112 670  ;112 730  ;308;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:17;112 730  ;112 750  ;112 720  ;112 750  ;180;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:18;112 740  ;112 760  ;112 710  ;112 710  ;342;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:19;112 710  ;112 720  ;112 650  ;112 660  ;503;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:20;112 660  ;112 660  ;112 630  ;112 650  ;344;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:21;112 650  ;112 650  ;112 560  ;112 580  ;545;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:22;112 590  ;112 640  ;112 550  ;112 640  ;718;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:23;112 640  ;112 670  ;112 630  ;112 640  ;198;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:24;112 650  ;112 680  ;112 610  ;112 680  ;164;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:25;112 680  ;112 720  ;112 650  ;112 690  ;652;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:26;112 680  ;112 700  ;112 650  ;112 680  ;225;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:27;112 690  ;112 710  ;112 670  ;112 690  ;220;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:28;112 700  ;112 720  ;112 680  ;112 700  ;316;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:29;112 700  ;112 710  ;112 640  ;112 670  ;219;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:30;112 670  ;112 720  ;112 650  ;112 720  ;72;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:31;112 710  ;112 800  ;112 710  ;112 770  ;968;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:32;112 780  ;112 890  ;112 770  ;112 880  ;1684;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:33;112 860  ;112 940  ;112 860  ;112 930  ;1173;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:34;112 930  ;112 930  ;112 860  ;112 880  ;423;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:35;112 880  ;112 890  ;112 810  ;112 810  ;600;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:36;112 830  ;112 880  ;112 780  ;112 820  ;501;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:37;112 820  ;112 830  ;112 810  ;112 830  ;283;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:38;112 830  ;112 860  ;112 810  ;112 840  ;198;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:39;112 850  ;112 890  ;112 820  ;112 820  ;629;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:40;112 850  ;112 870  ;112 820  ;112 840  ;187;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:41;112 830  ;112 870  ;112 830  ;112 860  ;132;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:42;112 860  ;112 860  ;112 790  ;112 790  ;404;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:43;112 790  ;112 790  ;112 710  ;112 730  ;514;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:44;112 740  ;112 770  ;112 730  ;112 770  ;172;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:45;112 750  ;112 780  ;112 750  ;112 760  ;102;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:46;112 760  ;112 770  ;112 560  ;112 630  ;2088;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:47;112 620  ;112 690  ;112 580  ;112 660  ;556;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:48;112 650  ;112 660  ;112 580  ;112 620  ;488;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:49;112 610  ;112 670  ;112 610  ;112 650  ;310;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:50;112 640  ;112 660  ;112 590  ;112 620  ;329;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:51;112 630  ;112 690  ;112 630  ;112 680  ;310;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:52;112 670  ;112 710  ;112 670  ;112 690  ;244;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:53;112 690  ;112 690  ;112 620  ;112 660  ;359;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:54;112 660  ;112 680  ;112 620  ;112 620  ;91;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:55;112 620  ;112 640  ;112 610  ;112 630  ;132;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:56;112 640  ;112 670  ;112 590  ;112 600  ;286;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:57;112 590  ;112 600  ;112 570  ;112 580  ;289;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:58;112 580  ;112 580  ;112 500  ;112 520  ;746;;;;;;
SPFB.RTS-12.18;1;12.12.2018;14:59;112 530  ;112 600  ;112 530  ;112 580  ;535;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:00;112 580  ;112 620  ;112 540  ;112 570  ;489;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:01;112 580  ;112 650  ;112 580  ;112 640  ;882;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:02;112 650  ;112 660  ;112 640  ;112 650  ;280;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:03;112 650  ;112 670  ;112 630  ;112 640  ;202;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:04;112 640  ;112 680  ;112 640  ;112 660  ;320;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:05;112 670  ;112 690  ;112 660  ;112 690  ;187;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:06;112 690  ;112 690  ;112 610  ;112 630  ;178;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:07;112 630  ;112 660  ;112 610  ;112 640  ;191;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:08;112 640  ;112 660  ;112 620  ;112 640  ;87;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:09;112 640  ;112 670  ;112 580  ;112 580  ;240;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:10;112 580  ;112 610  ;112 550  ;112 610  ;332;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:11;112 610  ;112 650  ;112 570  ;112 630  ;205;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:12;112 640  ;112 670  ;112 630  ;112 660  ;104;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:13;112 660  ;112 660  ;112 620  ;112 640  ;101;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:14;112 630  ;112 630  ;112 560  ;112 590  ;265;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:15;112 600  ;112 610  ;112 550  ;112 590  ;147;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:16;112 580  ;112 650  ;112 570  ;112 640  ;237;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:17;112 640  ;112 640  ;112 550  ;112 610  ;503;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:18;112 600  ;112 610  ;112 560  ;112 580  ;95;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:19;112 580  ;112 580  ;112 530  ;112 530  ;246;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:20;112 530  ;112 600  ;112 530  ;112 580  ;198;;;;;;
SPFB.RTS-12.18;1;12.12.2018;15:21;112 580  ;112 610  ;112 570  ;112 570  ;215;;;;;;
